Date,Humidity,Wind_Speed,Pressure,Temp
13-04-2003,16.78,2.52,99.03,30.33
14-04-2003,17.03,2.82,99.02,30.85
15-04-2003,17.76,2.48,99.08,30.53
16-04-2003,17.58,2.16,99.16,30.53
17-04-2003,17.82,2.09,99.13,29.87
18-04-2003,18.68,2.08,99.12,29.23
19-04-2003,17.94,3.02,98.9,30.07
20-04-2003,17.4,2.86,98.81,30.27
21-04-2003,17.03,2.73,98.89,30.89
22-04-2003,17.27,2.73,99.01,30.76
23-04-2003,17.7,2.61,99.12,30.22
24-04-2003,17.46,2.98,99.05,29.99
25-04-2003,18.49,2.59,98.83,30.08
26-04-2003,18.25,2.17,98.86,29.76
27-04-2003,17.4,2.05,98.74,29.98
28-04-2003,18.37,1.87,98.82,29.47
29-04-2003,18.68,1.66,98.97,29.19
30-04-2003,18.31,1.91,99.01,29.53
01-05-2003,18.62,2.32,98.88,29.23
02-05-2003,18.74,2.2,98.78,29.65
03-05-2003,19.9,2.15,98.93,28.33
04-05-2003,19.04,2.35,98.9,28.8
05-05-2003,17.46,2.1,98.91,28.84
06-05-2003,17.7,2.76,99.04,28.88
07-05-2003,17.09,2.59,99.06,28.91
08-05-2003,17.27,3.4,98.99,29.35
09-05-2003,17.46,3.09,98.9,29.93
10-05-2003,18.49,2.67,98.95,29.62
11-05-2003,19.41,2.7,98.83,29.26
12-05-2003,19.29,2.66,98.8,29.33
13-05-2003,18.98,3.27,98.82,29.05
14-05-2003,18.31,3.96,98.82,29.22
15-05-2003,18.55,4.34,98.81,29.22
16-05-2003,19.1,4.25,98.89,29.13
17-05-2003,18.43,4.38,98.93,29.44
18-05-2003,17.52,4.07,98.97,29.54
19-05-2003,17.76,4.27,99.08,29.51
20-05-2003,17.7,3.7,99.11,29.8
21-05-2003,17.64,3.48,99.19,29.92
22-05-2003,17.88,3.79,99.12,29.79
23-05-2003,17.21,3.64,99.05,29.77
24-05-2003,17.46,3.13,99.11,29.83
25-05-2003,18.01,3.54,99.13,30.12
26-05-2003,17.7,3.41,99.16,30.24
27-05-2003,18.62,3.95,99.02,30.2
28-05-2003,18.55,3.43,98.99,29.72
29-05-2003,17.15,3.82,99.03,29.95
30-05-2003,17.27,4.1,99.07,29.49
31-05-2003,16.97,4.1,99.03,30.19
01-06-2003,18.13,3.66,98.9,29.35
02-06-2003,18.62,3.01,98.82,28.94
03-06-2003,18.01,3.31,98.84,29.37
04-06-2003,18.01,3.03,98.88,29.1
05-06-2003,18.13,2.66,98.87,29.25
06-06-2003,18.55,2.72,98.87,29.13
07-06-2003,18.86,2.84,98.86,28.85
08-06-2003,19.47,3.55,99.02,27.71
09-06-2003,19.41,3.2,99.02,27.26
10-06-2003,19.71,3.7,98.93,27.76
11-06-2003,19.84,3.19,98.85,28.05
12-06-2003,19.84,4.34,98.97,27.16
13-06-2003,19.04,3.26,99,26.88
14-06-2003,19.47,4.79,98.94,27.08
15-06-2003,19.65,5.02,98.83,26.28
16-06-2003,18.86,4.35,98.84,26.25
17-06-2003,19.23,3.36,98.85,26.67
18-06-2003,19.65,4.16,98.94,26.66
19-06-2003,19.23,4.53,98.94,26.26
20-06-2003,19.04,4.84,98.89,25.64
21-06-2003,19.71,3.81,98.75,25.87
22-06-2003,20.14,4.57,98.68,26.19
23-06-2003,19.71,3.9,98.78,25.87
24-06-2003,18.49,3.38,98.83,25.07
25-06-2003,17.94,3.49,98.85,24.87
26-06-2003,18.31,3.1,98.83,24.99
27-06-2003,18.13,2.24,98.91,25.47
28-06-2003,19.23,1.77,98.95,25.94
29-06-2003,18.98,2.52,98.93,25.79
30-06-2003,18.92,2.8,98.81,25.65
01-07-2003,19.41,4.02,98.71,25.6
02-07-2003,18.8,4.55,98.84,25.36
03-07-2003,18.62,4.19,98.93,25.03
04-07-2003,19.1,3.96,98.82,25.53
05-07-2003,18.8,4.05,98.84,25.5
06-07-2003,18.25,3.35,98.97,25.08
07-07-2003,18.01,3.4,99.09,24.83
08-07-2003,18.37,2.35,99,25.06
09-07-2003,19.35,3.35,98.9,25.64
10-07-2003,19.17,3.19,98.93,25.65
11-07-2003,18.92,4.53,98.92,25.27
12-07-2003,18.86,3.47,98.87,25.29
13-07-2003,18.86,4.07,98.83,25.46
14-07-2003,18.92,4,98.85,25.49
15-07-2003,18.86,4.12,98.91,25.36
16-07-2003,18.92,3.93,99.01,25.23
17-07-2003,19.53,3.26,99.01,25.87
18-07-2003,19.59,3.83,99.05,26.24
19-07-2003,19.71,3.55,98.93,26.08
20-07-2003,19.78,3.2,98.85,26.23
21-07-2003,19.65,2.85,98.92,26.26
22-07-2003,19.71,3.38,98.96,26.05
23-07-2003,19.65,3.53,98.94,25.92
24-07-2003,19.78,3.41,98.91,25.8
25-07-2003,19.47,3.51,98.93,25.77
26-07-2003,19.41,3.36,98.89,25.94
27-07-2003,19.59,3.69,98.9,26.12
28-07-2003,19.59,3.71,99.04,26.13
29-07-2003,19.17,3.16,99.16,25.55
30-07-2003,19.1,2.2,99.13,25.56
31-07-2003,19.23,2.54,99.1,25.77
01-08-2003,18.31,3.09,99.16,25.19
02-08-2003,17.58,2.55,99.19,24.75
03-08-2003,18.01,2.67,99.25,24.78
04-08-2003,18.98,3.57,99.17,25.81
05-08-2003,18.92,4.34,99.03,25.86
06-08-2003,18.8,4.48,98.89,25.77
07-08-2003,18.98,4.69,98.8,25.64
08-08-2003,18.92,4.18,98.8,25.5
09-08-2003,18.86,3.88,98.81,25.64
10-08-2003,18.86,3.05,98.88,25.75
11-08-2003,18.92,2.7,99.08,25.83
12-08-2003,19.04,3,99.13,26.04
13-08-2003,18.86,3.77,99.06,25.76
14-08-2003,18.55,3.71,99.08,25.58
15-08-2003,18.8,3.27,99.05,25.34
16-08-2003,18.62,3.58,99.12,25.07
17-08-2003,18.37,3.44,99.17,24.83
18-08-2003,18.43,3.3,99.12,25.4
19-08-2003,18.01,4.12,99.04,25.44
20-08-2003,18.49,4.58,98.86,25.8
21-08-2003,19.23,4.8,98.79,25.82
22-08-2003,19.23,4.98,98.83,25.4
23-08-2003,19.23,4.19,98.85,25.51
24-08-2003,19.29,3.8,98.85,25.73
25-08-2003,18.92,3.46,98.98,25.43
26-08-2003,19.04,2.53,99.02,25.31
27-08-2003,18.74,2.21,99.13,25.29
28-08-2003,18.55,2.13,99.16,25.23
29-08-2003,18.62,2.56,99.2,25.55
30-08-2003,18.68,2.65,99.21,25.24
31-08-2003,18.62,2.52,99.19,24.94
01-09-2003,18.49,2.69,99.15,25.04
02-09-2003,18.55,2.47,99.16,25.05
03-09-2003,18.74,3.33,99.13,25.68
04-09-2003,18.43,3.45,99.16,25.79
05-09-2003,18.25,3.39,99.11,25.63
06-09-2003,18.68,3.66,99.16,25.51
07-09-2003,18.49,3.03,99.23,25.26
08-09-2003,18.55,3.01,99.17,25.62
09-09-2003,18.31,3.74,99.12,25.57
10-09-2003,17.64,3.56,99.13,25.41
11-09-2003,17.58,3.78,99.18,25.39
12-09-2003,17.76,3.5,99.08,25.47
13-09-2003,17.76,2.91,99.09,25.24
14-09-2003,17.64,2.3,99.1,25.24
15-09-2003,17.94,2.45,99.09,25.35
16-09-2003,18.74,2.8,99.07,25.8
17-09-2003,18.68,2.52,99.13,25.67
18-09-2003,18.43,2.66,99.24,25.78
19-09-2003,17.82,2.57,99.29,25.76
20-09-2003,17.76,2.92,99.24,25.69
21-09-2003,17.7,2.84,99.23,25.69
22-09-2003,17.58,2.59,99.21,25.77
23-09-2003,17.64,2.42,99.1,25.7
24-09-2003,18.13,3.1,99.03,25.82
25-09-2003,18.68,2.96,99.01,25.91
26-09-2003,18.74,2.96,98.98,26.08
27-09-2003,18.49,2.27,98.92,26.02
28-09-2003,18.25,1.55,98.87,26.15
29-09-2003,17.88,1.86,98.92,26.08
30-09-2003,18.19,2.77,98.89,25.83
01-10-2003,17.76,1.97,98.82,26.01
02-10-2003,19.29,1.45,98.77,26.4
03-10-2003,19.71,2.21,98.8,26.37
04-10-2003,19.1,2.44,98.84,26.09
05-10-2003,19.41,1.98,98.79,26.09
06-10-2003,19.41,2.2,98.74,25.79
07-10-2003,19.17,2.12,98.79,25.83
08-10-2003,18.31,2.64,98.93,25.63
09-10-2003,17.94,2.56,99.13,25.47
10-10-2003,17.21,2.35,99.16,25.68
11-10-2003,17.82,2.26,99.12,25.75
12-10-2003,18.13,1.56,99.05,26.01
13-10-2003,18.31,1.37,99.17,25.97
14-10-2003,18.25,1.16,99.24,26.08
15-10-2003,18.8,1.38,99.18,26.48
16-10-2003,18.98,1.72,99.11,26.6
17-10-2003,19.1,1.57,99.07,26.57
18-10-2003,18.74,1.7,99.17,26.41
19-10-2003,19.04,1.84,99.21,26.17
20-10-2003,18.55,2.22,99.18,26
21-10-2003,19.59,2.66,99.04,26.25
22-10-2003,18.86,2.2,99.12,25.95
23-10-2003,18.92,2.45,99.19,25.76
24-10-2003,17.15,2,99.19,26.08
25-10-2003,16.17,1.48,99.21,25.63
26-10-2003,15.93,1.74,99.16,25.42
27-10-2003,16.3,1.68,99.22,25.9
28-10-2003,14.83,1.69,99.33,25.5
29-10-2003,16.05,1.46,99.35,25.33
30-10-2003,17.64,1.51,99.25,26.58
31-10-2003,17.94,1.74,99.19,26.58
01-11-2003,17.15,1.51,99.12,26.54
02-11-2003,17.52,1.76,99.22,26.77
03-11-2003,17.88,1.41,99.26,26.61
04-11-2003,16.97,1.27,99.24,26.43
05-11-2003,16.48,1.53,99.21,26.26
06-11-2003,16.91,0.97,99.15,26.87
07-11-2003,17.46,1.7,99.1,26.61
08-11-2003,18.25,1.28,99.11,25.85
09-11-2003,17.88,1.27,99.07,26.62
10-11-2003,16.54,1.79,99.13,26.68
11-11-2003,13.92,2.29,99.2,25.05
12-11-2003,14.95,1.95,99.26,25.65
13-11-2003,15.5,1.78,99.28,26.44
14-11-2003,17.15,1.42,99.34,26.4
15-11-2003,17.09,1.6,99.39,26.7
16-11-2003,15.93,1.41,99.31,26.05
17-11-2003,16.54,1.7,99.23,26.41
18-11-2003,17.94,1.45,99.18,26.93
19-11-2003,15.01,1.54,99.22,26.29
20-11-2003,14.59,2.26,99.23,25.14
21-11-2003,14.65,1.67,99.4,25.3
22-11-2003,15.87,1.81,99.41,25.65
23-11-2003,17.03,1.8,99.39,25.64
24-11-2003,14.53,1.81,99.47,25.71
25-11-2003,13.85,2.45,99.49,24.64
26-11-2003,14.65,1.82,99.33,25.56
27-11-2003,12.82,1.72,99.18,24.86
28-11-2003,13.31,1.88,99.16,24.82
29-11-2003,16.17,1.16,99.25,26.33
30-11-2003,15.69,1.77,99.27,26.04
01-12-2003,14.65,1.72,99.32,25.72
02-12-2003,13.37,1.84,99.33,24.97
03-12-2003,13.67,1.87,99.18,25.15
04-12-2003,12.08,2.25,99.17,24.47
05-12-2003,12.21,2.27,99.29,23.98
06-12-2003,11.54,2.49,99.33,23.81
07-12-2003,11.11,2.45,99.37,24.08
08-12-2003,11.17,2.16,99.45,24.01
09-12-2003,11.17,1.56,99.39,24.19
10-12-2003,11.72,1.66,99.34,24.1
11-12-2003,12.7,1.92,99.34,23.81
12-12-2003,13.24,1.42,99.32,25.25
13-12-2003,13.61,1.8,99.31,25.52
14-12-2003,11.78,2.52,99.23,24.25
15-12-2003,10.99,2.32,99.11,24.16
16-12-2003,13.06,2.52,99.14,25.35
17-12-2003,12.45,2.43,99.26,24.81
18-12-2003,12.39,2.13,99.37,25.08
19-12-2003,13.24,1.74,99.47,25.73
20-12-2003,13.49,1.55,99.58,25.83
21-12-2003,11.9,2.14,99.59,25.03
22-12-2003,11.23,2.45,99.53,24.12
23-12-2003,11.05,2.6,99.51,24.42
24-12-2003,13,2.16,99.45,25.06
25-12-2003,14.1,1.65,99.37,25.81
26-12-2003,14.53,1.83,99.27,26.18
27-12-2003,15.38,2.02,99.36,26.19
28-12-2003,15.81,1.66,99.37,27.35
29-12-2003,14.71,1.91,99.48,27.38
30-12-2003,13.24,2.2,99.56,26.55
31-12-2003,13.43,2.41,99.52,26.37
01-01-2004,14.16,1.53,99.43,26.77
02-01-2004,14.71,1.97,99.41,26.19
03-01-2004,14.59,1.93,99.43,25.81
04-01-2004,12.7,1.62,99.42,25.48
05-01-2004,13.06,1.94,99.49,25.3
06-01-2004,13.61,1.66,99.42,25.7
07-01-2004,13.55,1.95,99.43,26.08
08-01-2004,13.49,2.52,99.44,26.82
09-01-2004,10.74,3.36,99.48,25.8
10-01-2004,11.23,2.8,99.45,25.83
11-01-2004,10.93,2.62,99.41,25.69
12-01-2004,11.23,2.55,99.43,25.24
13-01-2004,10.74,2.12,99.34,25.63
14-01-2004,10.19,1.88,99.24,25.38
15-01-2004,11.54,2.18,99.29,25.52
16-01-2004,13.31,1.49,99.4,26.08
17-01-2004,11.9,1.97,99.33,25.65
18-01-2004,12.94,2.03,99.3,26.22
19-01-2004,12.33,2.39,99.19,26.3
20-01-2004,14.47,2.01,99.16,26.29
21-01-2004,15.08,2.25,99.09,26.65
22-01-2004,15.14,2.45,99.1,26.3
23-01-2004,14.47,2.88,99.12,26.58
24-01-2004,14.16,2.73,99.08,26.92
25-01-2004,14.34,3.1,99.17,26.25
26-01-2004,13.18,2.64,99.25,25.51
27-01-2004,13,2.2,99.15,25.31
28-01-2004,14.16,1.82,99.11,25.58
29-01-2004,15.01,2.55,99.17,26.27
30-01-2004,15.38,3.42,99.25,26.41
31-01-2004,15.08,3.3,99.22,26.04
01-02-2004,14.4,3.3,99.02,26.38
02-02-2004,14.22,2.48,99.04,27
03-02-2004,13.79,2.22,99.18,27.65
04-02-2004,13.06,2.57,99.2,27.17
05-02-2004,14.28,2.95,99.22,27.57
06-02-2004,13.37,2.42,99.28,27.48
07-02-2004,13.18,2.23,99.51,27.72
08-02-2004,12.88,1.98,99.5,27.91
09-02-2004,13.37,1.74,99.43,27.51
10-02-2004,13.79,1.85,99.47,27.56
11-02-2004,12.27,1.99,99.46,27.43
12-02-2004,11.17,2.41,99.44,27.43
13-02-2004,10.5,2.17,99.35,27.78
14-02-2004,10.07,2.52,99.28,27.39
15-02-2004,9.89,2.72,99.26,27.19
16-02-2004,9.77,2.37,99.32,27.08
17-02-2004,10.5,2.48,99.18,27.23
18-02-2004,13.55,2.36,99.17,26.82
19-02-2004,14.53,2.12,99.21,27.16
20-02-2004,13.73,2.7,99.25,27.76
21-02-2004,12.51,1.86,99.26,28.44
22-02-2004,11.54,2.1,99.2,28.57
23-02-2004,13.12,2.19,99.28,27.98
24-02-2004,12.02,2.26,99.33,28.46
25-02-2004,13.18,2.12,99.35,28.32
26-02-2004,13.92,2.23,99.24,28.12
27-02-2004,15.44,2.38,99.22,28.26
28-02-2004,15.2,2.8,99.21,28.4
29-02-2004,13.79,2.73,99.15,28.5
01-03-2004,14.34,2.53,99.14,28.62
02-03-2004,14.95,2.23,99.09,29.41
03-03-2004,14.77,2.19,99.09,29.36
04-03-2004,15.2,2.09,99.12,29.51
05-03-2004,13.18,2.45,99.12,29.05
06-03-2004,13.92,2.6,99.19,29.66
07-03-2004,14.89,2.47,99.17,29.69
08-03-2004,16.42,2.2,99.29,29.67
09-03-2004,14.77,2.06,99.29,29.57
10-03-2004,12.82,2.49,99.14,29.37
11-03-2004,13.67,2.39,99.16,28.6
12-03-2004,13.92,2.4,99.21,29.67
13-03-2004,14.34,2.36,99.32,29.43
14-03-2004,14.04,1.95,99.24,30.51
15-03-2004,14.22,2.41,99.2,30.2
16-03-2004,14.34,2.31,99.08,30.59
17-03-2004,16.11,2.66,99.15,29.4
18-03-2004,15.44,2.95,99.09,30.25
19-03-2004,16.05,2.49,98.97,30.19
20-03-2004,16.85,2.34,98.9,29.19
21-03-2004,16.97,2.3,98.95,29.65
22-03-2004,17.15,2.49,98.99,29.84
23-03-2004,17.76,2.5,99.09,29.2
24-03-2004,17.15,2.45,99.03,29.26
25-03-2004,17.15,2.57,98.96,28.94
26-03-2004,16.3,2.95,98.95,29.72
27-03-2004,16.17,3.03,99.06,30.25
28-03-2004,17.27,2.37,99.15,29.76
29-03-2004,17.64,2.25,99.18,29.11
30-03-2004,18.19,2.16,99.23,27.83
31-03-2004,17.76,1.78,99.22,28.35
01-04-2004,17.03,1.93,99.35,27.05
02-04-2004,16.17,2.5,99.3,28.97
03-04-2004,17.33,1.73,99.3,29.13
04-04-2004,18.37,1.93,99.39,28.05
05-04-2004,18.43,2.06,99.31,28.05
06-04-2004,18.55,1.49,99.26,27.25
07-04-2004,17.82,1.88,99.25,27.86
08-04-2004,16.48,3.37,99.14,29.24
09-04-2004,15.62,3.38,98.96,29.19
10-04-2004,16.85,2.41,99.01,29.64
11-04-2004,17.64,2.75,99.14,29.65
12-04-2004,16.97,3.02,99.02,30.55
13-04-2004,18.07,2.22,99,29.67
14-04-2004,17.52,2.75,99.06,29.68
15-04-2004,17.09,2.5,99.03,29.95
16-04-2004,17.58,2.56,99.07,29.21
17-04-2004,16.91,2.91,98.95,29.7
18-04-2004,17.09,3.2,98.93,29.62
19-04-2004,16.48,3.51,98.91,30.08
20-04-2004,17.27,2.95,99.07,30.76
21-04-2004,17.52,2.55,99.07,30.01
22-04-2004,17.58,2.2,98.89,29.73
23-04-2004,17.7,1.98,98.9,29.43
24-04-2004,17.64,2.44,98.82,30.22
25-04-2004,17.21,1.78,98.84,30.51
26-04-2004,17.82,1.98,98.98,29.91
27-04-2004,16.78,2.59,99.04,30.05
28-04-2004,15.99,3.05,98.86,30.26
29-04-2004,17.03,2.77,98.78,29.72
30-04-2004,18.01,3.06,98.72,29.83
01-05-2004,18.25,3.12,98.67,30.48
02-05-2004,18.49,3.2,98.59,30.69
03-05-2004,18.8,2.12,98.62,29.77
04-05-2004,17.64,4.74,98.4,27.3
05-05-2004,18.98,2.3,98.46,26.27
06-05-2004,19.53,3.34,98.29,27.3
07-05-2004,19.17,7.31,98.34,26.88
08-05-2004,19.59,6.48,98.48,26.76
09-05-2004,19.41,3.08,98.77,26.52
10-05-2004,19.41,2.62,98.92,26.98
11-05-2004,18.49,2.02,98.99,27.12
12-05-2004,18.31,2.31,98.89,27.22
13-05-2004,19.17,2.39,98.77,27.57
14-05-2004,20.02,2.86,98.85,27.51
15-05-2004,20.02,3.38,98.89,26.78
16-05-2004,18.68,3.13,98.9,26.5
17-05-2004,19.04,2.7,99.01,25.92
18-05-2004,18.8,2.25,99.01,25.93
19-05-2004,19.41,3.43,98.96,26.3
20-05-2004,18.86,3.29,98.96,27.24
21-05-2004,19.23,2.99,98.96,26.92
22-05-2004,19.78,3.52,98.95,26.73
23-05-2004,19.47,5,99,25.95
24-05-2004,19.84,4.38,99.04,26.31
25-05-2004,20.39,4.46,99,26.82
26-05-2004,20.39,3.95,99,26.88
27-05-2004,19.23,4.09,99.11,26.24
28-05-2004,18.86,2.94,99.06,26.49
29-05-2004,20.2,3.47,98.9,27.03
30-05-2004,19.35,4.13,98.97,26.42
31-05-2004,19.41,3.1,99.03,25.9
01-06-2004,19.35,2.36,99.07,26.22
02-06-2004,19.17,2.19,99.1,26.22
03-06-2004,18.98,2.38,99.09,25.98
04-06-2004,19.78,4.24,98.92,26.48
05-06-2004,18.98,5.55,99.03,25.63
06-06-2004,18.92,4.16,98.99,25.5
07-06-2004,19.35,5.2,98.95,25.76
08-06-2004,18.92,5.61,98.97,25.62
09-06-2004,18.8,5.36,99.04,25.58
10-06-2004,19.71,5.4,98.92,26.02
11-06-2004,19.23,4.61,98.76,25.9
12-06-2004,19.17,4.66,98.82,26.2
13-06-2004,19.59,5.19,98.84,26.34
14-06-2004,19.9,5.59,98.82,26.42
15-06-2004,20.2,6.11,98.92,26.57
16-06-2004,19.96,5.88,99.02,26.58
17-06-2004,19.53,5.61,98.92,26.4
18-06-2004,18.8,5.64,99.03,25.9
19-06-2004,18.31,4.46,99.08,25.67
20-06-2004,18.25,4.05,99.2,25.93
21-06-2004,17.94,3.53,99.32,25.94
22-06-2004,17.7,3.38,99.39,26.1
23-06-2004,17.52,3.34,99.25,25.87
24-06-2004,17.76,3.9,99.25,25.97
25-06-2004,18.43,4.2,99.25,26.2
26-06-2004,18.74,4.23,99.19,26.24
27-06-2004,18.68,4.48,99.18,26.05
28-06-2004,18.68,4.64,99.14,26.02
29-06-2004,18.74,4.46,99.12,26.02
30-06-2004,18.74,4.37,99.07,26.21
01-07-2004,18.62,4.78,99.07,26.24
02-07-2004,18.8,4.83,98.89,25.96
03-07-2004,18.86,4.85,98.75,25.99
04-07-2004,18.98,4.9,98.8,26.04
05-07-2004,18.68,3.62,98.86,26.07
06-07-2004,17.64,2.27,98.96,25.52
07-07-2004,17.33,2.07,98.94,25.14
08-07-2004,18.13,2.79,98.94,25.57
09-07-2004,18.31,4.07,99.03,25.06
10-07-2004,17.15,3.36,98.99,24.81
11-07-2004,18.13,4.17,98.97,24.9
12-07-2004,18.43,4.02,99.02,25.2
13-07-2004,17.58,4.03,99.09,24.91
14-07-2004,18.92,4.3,98.89,25.69
15-07-2004,19.17,5.08,98.81,26.03
16-07-2004,19.41,4.55,98.8,25.86
17-07-2004,19.17,4.23,98.87,26.03
18-07-2004,18.8,3.55,98.89,25.93
19-07-2004,18.55,3.81,98.85,25.55
20-07-2004,18.25,4.59,98.92,25.11
21-07-2004,17.64,4.51,99.04,25.01
22-07-2004,17.94,3.84,99.08,25.3
23-07-2004,18.49,4.31,99.05,25.51
24-07-2004,18.55,5.01,98.91,25.71
25-07-2004,18.8,4.95,98.87,25.48
26-07-2004,18.55,4.85,98.87,25.56
27-07-2004,18.68,5.07,98.87,25.76
28-07-2004,18.43,5.1,98.84,25.71
29-07-2004,18.31,4.94,98.93,25.77
30-07-2004,18.31,4.64,99.05,25.72
31-07-2004,18.25,4.56,99.13,25.56
01-08-2004,18.13,4.62,99.1,25.42
02-08-2004,18.25,5.11,98.93,25.5
03-08-2004,18.92,6.27,98.78,25.19
04-08-2004,18.55,6.89,98.68,25.29
05-08-2004,18.92,6.38,98.69,25.59
06-08-2004,19.17,4.59,98.9,25.54
07-08-2004,18.74,3.78,99.07,25.4
08-08-2004,18.55,3.81,99.18,25.42
09-08-2004,18.13,3.53,99.21,25.47
10-08-2004,18.07,3.41,99.23,25.4
11-08-2004,18.37,4.04,99.15,25.53
12-08-2004,19.04,4.31,99.16,25.64
13-08-2004,18.01,3.69,99.23,24.72
14-08-2004,18.74,3.98,99.18,25.5
15-08-2004,19.04,3.81,99.1,25.61
16-08-2004,18.98,3.34,99.1,25.58
17-08-2004,18.8,3.11,99.19,25.49
18-08-2004,18.25,3.63,99.33,25.21
19-08-2004,17.82,4.16,99.23,25.1
20-08-2004,18.31,3.71,99.07,25.2
21-08-2004,18.37,3.98,99.03,25.41
22-08-2004,18.31,4.47,99.11,25.58
23-08-2004,18.31,4.48,99.21,25.5
24-08-2004,17.94,4.09,99.27,25.3
25-08-2004,17.52,3.52,99.25,24.96
26-08-2004,17.7,3.95,99.17,24.94
27-08-2004,17.64,4.38,99.09,25.04
28-08-2004,17.46,3.88,99.13,24.88
29-08-2004,17.46,3.8,99.14,25.04
30-08-2004,17.52,3.88,99.14,25.26
31-08-2004,17.27,3.8,99.15,25.15
01-09-2004,17.4,3.52,99,25.25
02-09-2004,17.58,3.01,99.03,25.31
03-09-2004,17.88,2.8,99.13,25.49
04-09-2004,18.13,2.62,99.02,24.91
05-09-2004,17.46,2.4,98.91,24.55
06-09-2004,16.66,1.87,98.95,23.99
07-09-2004,17.27,2.84,99.02,24.61
08-09-2004,17.82,2.68,99.09,24.75
09-09-2004,17.58,3.16,99.13,24.83
10-09-2004,17.15,3.23,99.18,24.4
11-09-2004,17.09,3.09,99.19,24.37
12-09-2004,16.78,2.7,99.21,24.44
13-09-2004,18.07,3.72,99.26,25.33
14-09-2004,18.68,3.41,99.2,25.51
15-09-2004,18.31,3.26,99.16,25.42
16-09-2004,18.01,2.68,99.19,25.55
17-09-2004,18.62,3.26,99.18,26.12
18-09-2004,17.94,2.46,99.06,25.95
19-09-2004,18.01,2.68,99.01,26.15
20-09-2004,17.82,2.6,99.07,25.83
21-09-2004,18.49,3.07,99.02,25.99
22-09-2004,18.49,1.31,98.96,25.96
23-09-2004,18.13,1.62,98.96,25.93
24-09-2004,18.49,1.74,98.9,25.81
25-09-2004,18.31,2.63,98.89,25.49
26-09-2004,18.43,1.55,99,26.33
27-09-2004,18.62,2.24,99.04,26.13
28-09-2004,18.19,2.45,98.94,25.44
29-09-2004,18.01,3.23,99,24.87
30-09-2004,18.01,2.98,99.28,25.78
01-10-2004,18.37,1.9,99.36,26.04
02-10-2004,18.31,3.1,99.21,25.49
03-10-2004,17.94,3.88,99.15,25
04-10-2004,17.82,3.96,99.15,24.65
05-10-2004,17.58,3.02,99.11,25.48
06-10-2004,16.05,2.29,99.18,25.8
07-10-2004,15.81,2.08,99.21,25.62
08-10-2004,16.11,1.41,99.24,25.18
09-10-2004,17.15,1.59,99.34,25.61
10-10-2004,17.21,2.3,99.38,25.87
11-10-2004,17.88,2.91,99.35,25.98
12-10-2004,17.64,2.26,99.31,26.11
13-10-2004,18.01,2.45,99.33,25.93
14-10-2004,18.74,3.44,99.32,25.67
15-10-2004,18.31,3.48,99.26,24.87
16-10-2004,18.43,1.92,99.23,25.54
17-10-2004,18.8,1.18,99.2,25.86
18-10-2004,18.37,1.54,99.18,26.51
19-10-2004,16.91,2.25,99.18,25.38
20-10-2004,18.49,1.36,99.06,26.26
21-10-2004,18.86,2.4,99.11,26.48
22-10-2004,18.01,1.52,99.2,27.01
23-10-2004,17.58,1.49,99.18,27.2
24-10-2004,18.01,1.61,99.18,27.18
25-10-2004,16.91,1.54,99.26,26.83
26-10-2004,17.7,1.24,99.25,27.08
27-10-2004,17.4,1.58,99.24,27.08
28-10-2004,17.27,1.8,99.15,26.98
29-10-2004,17.58,1.88,99.13,26.34
30-10-2004,17.52,1.94,99.08,26.77
31-10-2004,17.88,1.96,99.11,26.43
01-11-2004,17.46,2.53,99.23,26.01
02-11-2004,17.88,2.12,99.26,26.11
03-11-2004,17.94,1.72,99.24,26.27
04-11-2004,17.15,1.93,99.23,26.43
05-11-2004,14.65,1.62,99.18,25.81
06-11-2004,16.48,1.24,99.15,25.27
07-11-2004,17.82,1.74,99.02,25.96
08-11-2004,18.55,2.05,99.06,26.13
09-11-2004,17.52,1.46,99.13,25.58
10-11-2004,17.94,1.35,99.16,25.51
11-11-2004,18.31,1.62,99.2,25.73
12-11-2004,17.52,1.28,99.31,26.34
13-11-2004,16.85,1.46,99.39,26.42
14-11-2004,16.05,1.81,99.33,26.09
15-11-2004,16.36,1.65,99.32,26.57
16-11-2004,15.44,1.13,99.32,26.65
17-11-2004,16.54,1.15,99.34,27.05
18-11-2004,17.4,1.37,99.33,26.91
19-11-2004,14.65,1.51,99.3,26.14
20-11-2004,12.57,1.99,99.34,24.68
21-11-2004,12.63,1.83,99.32,25.65
22-11-2004,13.55,1.83,99.26,25.61
23-11-2004,15.14,1.7,99.24,25.87
24-11-2004,14.95,1.52,99.19,26.31
25-11-2004,14.4,1.83,99.27,25.73
26-11-2004,14.95,2.18,99.31,25.8
27-11-2004,16.3,2.08,99.31,26.72
28-11-2004,15.01,2.3,99.46,25.77
29-11-2004,12.15,2.55,99.41,24.66
30-11-2004,11.84,1.96,99.34,24.47
01-12-2004,11.66,1.53,99.32,24.23
02-12-2004,12.88,1.52,99.49,24.69
03-12-2004,14.59,1.97,99.54,25.71
04-12-2004,12.94,2.2,99.41,25.13
05-12-2004,11.84,2.03,99.38,24.88
06-12-2004,11.17,2.04,99.51,24.4
07-12-2004,10.74,2.05,99.53,23.8
08-12-2004,12.76,2.09,99.46,24.46
09-12-2004,14.28,1.48,99.34,26.09
10-12-2004,12.88,1.7,99.33,25.19
11-12-2004,12.27,2.05,99.39,24.87
